project_id,notification_id,notification_number,tentative_publish_date,serial_number,district,sub_district,village,survey_number,survey_number_raw,area_hectares,area_raw,land_type,land_nature,land_category,description_raw,party_count,owner_count,affected_party_count,total_party_area_hectares
54635,44312,1306(E),24/03/2022,1,KHORDHA,Begunia,Lokanathpur,234,234 २३४,0.1518,0.1518 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",12,12,0,0.2068017
54635,44312,1306(E),24/03/2022,2,KHORDHA,Bolagad,Tikatal,303,303 ३०३,0.0137598,0.0137598 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.0137598
54635,44312,1306(E),24/03/2022,3,KHORDHA,Bolagad,Tikatal,313,313 ३१३,0.056658,0.056658 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.056658
54635,44312,1306(E),24/03/2022,4,KHORDHA,Bolagad,Tikatal,314,314 ३१४,0.020235,0.020235 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.020235
54635,44312,1306(E),24/03/2022,5,KHORDHA,Bolagad,Tikatal,315,315 ३१५,0.0020235,0.0020235 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.0020235
54635,44312,1306(E),24/03/2022,6,KHORDHA,Bolagad,Tikatal,334,334 ३३४,0.141645,0.141645 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.141645
54635,44312,1306(E),24/03/2022,7,KHORDHA,Bolagad,Tikatal,382,382 ३८२,0.0141645,0.0141645 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.0141645
54635,44312,1306(E),24/03/2022,8,KHORDHA,Bolagad,Tikatal,494,494 ४९४,0.0068799,0.0068799 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.0068799
54635,44312,1306(E),24/03/2022,9,KHORDHA,Bolagad,Tikatal,505,505 ५०५,0.291384,0.291384 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.291384
54635,44312,1306(E),24/03/2022,10,KHORDHA,Bolagad,Tikatal,506,506 ५०६,0.032376,0.032376 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.032376
54635,44312,1306(E),24/03/2022,11,KHORDHA,Bolagad,Tikatal,507,507 ५०७,0.335901,0.335901 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.335901
54635,44312,1306(E),24/03/2022,12,KHORDHA,Bolagad,Tikatal,508,508 ५०८,0.145692,0.145692 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.145692
54635,44312,1306(E),24/03/2022,13,KHORDHA,Bolagad,Tikatal,509,509 ५०९,0.222585,0.222585 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.222585
54635,44312,1306(E),24/03/2022,14,KHORDHA,Bolagad,Tikatal,510,510 ५१०,0.190209,0.190209 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.190209
54635,44312,1306(E),24/03/2022,15,KHORDHA,Bolagad,Tikatal,511,511 ५११,0.3095955,0.3095955 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.3095955
54635,44312,1306(E),24/03/2022,16,KHORDHA,Bolagad,Tikatal,512,512 ५१२,0.016188,0.016188 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.016188
54635,44312,1306(E),24/03/2022,17,KHORDHA,Bolagad,Tikatal,517,517 ५१७,0.024282,0.024282 Hectares,Wet,Private,Rural,"Land Type: ""Wet"" Land Nature: ""Private"" Land Category: ""Rural""",1,1,0,0.024282
54635,44312,1306(E),24/03/2022,18,KHORDHA,Bolagad,Tikatal,518,518 ५१८,0.004047,0.004047 Hectares,Wet,Government,Rural,"Land Type: ""Wet"" Land Nature: ""Government"" Land Category: ""Rural""",1,1,0,0.004047
