target,feature,decile,n,value_min,value_median,value_max,mean_shap,median_shap
delay_next_60d,docs_complete_pct,1,174,38.687,48.957,55.921,0.4182251033549807,0.4464254826307297
delay_next_60d,docs_complete_pct,2,173,55.991,61.649,67.832,0.1866671562644335,0.1845280975103378
delay_next_60d,docs_complete_pct,3,173,67.834,74.015,80.004,0.20969661486717314,0.2056129723787307
delay_next_60d,docs_complete_pct,4,173,80.03,82.893,84.584,-0.034271096287166,-0.0304656475782394
delay_next_60d,docs_complete_pct,5,173,84.585,86.657,88.87,-0.14756330797405684,-0.1546068489551544
delay_next_60d,docs_complete_pct,6,173,88.911,90.429,91.672,-0.20446919261160265,-0.2099277675151825
delay_next_60d,docs_complete_pct,7,173,91.699,93.092,94.6,-0.32010770886275114,-0.322781354188919
delay_next_60d,docs_complete_pct,8,173,94.629,95.982,97.354,-0.3587533900503478,-0.368112176656723
delay_next_60d,docs_complete_pct,9,173,97.385,98.772,99.907,-0.28970252297754057,-0.2793799340724945
delay_next_60d,docs_complete_pct,10,174,99.938,100.0,100.0,-0.2930974645604347,-0.27858005464076996
