target,feature,decile,n,value_min,value_median,value_max,mean_shap,median_shap
delay_next_90d,land_acquisition_ratio,1,181,0.6061559850927839,0.615552089426139,0.6290801099170888,-0.31354321284188746,-0.2931977212429046
delay_next_90d,land_acquisition_ratio,2,173,0.6301889961193117,0.639653110047847,0.6775257353503527,-0.22102318671020552,-0.1817175149917602
delay_next_90d,land_acquisition_ratio,3,172,0.6818028631295149,0.6948158613287276,0.7083518816559942,-0.08829466642021352,-0.0844197086989879
delay_next_90d,land_acquisition_ratio,4,173,0.7132172046034008,0.7400956128654591,0.7585374555004819,-0.11285660553702036,-0.113812543451786
delay_next_90d,land_acquisition_ratio,5,173,0.761610739457919,0.7832180890723722,0.8013627987046966,0.10387105502812673,0.1281388401985168
delay_next_90d,land_acquisition_ratio,6,172,0.8043951670848855,0.8297684966455637,0.8514048185393654,0.11756718789598207,0.12184099853038785
delay_next_90d,land_acquisition_ratio,7,174,0.851509319359685,0.862062070068789,0.8744638511680021,0.13144427617803084,0.12973318994045255
delay_next_90d,land_acquisition_ratio,8,181,0.8774669032346117,0.8949765834076716,0.9157469191808982,0.025567195212947015,0.0161257311701774
delay_next_90d,land_acquisition_ratio,9,166,0.9188535273522868,0.9429127121737544,0.966268481802652,-0.2963656105370407,-0.2156452536582946
delay_next_90d,land_acquisition_ratio,10,167,0.966866198326532,0.9872177877359224,0.9981435848702168,-0.3943663986544766,-0.3372790813446045
