target,feature,decile,n,value_min,value_median,value_max,mean_shap,median_shap
delay_next_90d,days_since_project_start,1,300,0.0,15.0,30.0,-0.28128816624482467,-0.2768485397100448
delay_next_90d,days_since_project_start,2,150,60.0,60.0,60.0,-0.0725281158960812,-0.07207454741001125
delay_next_90d,days_since_project_start,3,150,90.0,90.0,90.0,0.1997513963778813,0.1944646388292312
delay_next_90d,days_since_project_start,4,150,120.0,120.0,120.0,0.2022335237264633,0.20453984290361404
delay_next_90d,days_since_project_start,5,150,150.0,150.0,150.0,0.1465115426604946,0.15422356128692621
delay_next_90d,days_since_project_start,6,150,180.0,180.0,180.0,0.0077731408427158906,0.007937446702271651
delay_next_90d,days_since_project_start,7,283,210.0,210.0,240.0,-0.09612289988151962,-0.0962450355291366
delay_next_90d,days_since_project_start,8,115,270.0,270.0,270.0,-0.138582623531313,-0.1358758956193924
delay_next_90d,days_since_project_start,9,168,300.0,300.0,330.0,-0.411219260300554,-0.3028815239667892
delay_next_90d,days_since_project_start,10,116,360.0,390.0,420.0,-0.9790446665780298,-0.9537153542041779
